date,open price,high price,low price,close,wap,no.of shares,no. of trades,total turnover (rs.),deliverable quantity,% deli. qty to traded qty,spread high-low,spread close-open
16-November-2017,2707.0,2761.0,2690.0,2746.6,2734.0204294413634,66179,3834,180934738.0,14013.0,21.17,71.0,39.6
15-November-2017,2715.0,2749.95,2702.8,2706.15,2729.1620918222116,24591,1454,67112825.0,4323.0,17.58,47.15,-8.85
14-November-2017,2758.0,2758.0,2706.55,2716.75,2722.4735212973555,29722,2044,80917358.0,8966.0,30.17,51.45,-41.25
13-November-2017,2703.0,2774.0,2700.0,2758.9,2754.0964313283057,67364,3391,185526952.0,31094.0,46.16,74.0,55.9
10-November-2017,2717.0,2729.95,2695.5,2703.3,2705.1480582524273,9064,597,24519462.0,2694.0,29.72,34.45,-13.7
9-November-2017,2750.0,2750.0,2713.55,2733.85,2730.383956162987,31389,1645,85704022.0,11426.0,36.4,36.45,-16.15
8-November-2017,2728.0,2753.1,2719.65,2730.45,2738.1138243274163,30591,4348,83761640.0,9732.0,31.81,33.45,2.45
7-November-2017,2671.0,2743.6,2668.0,2708.35,2717.1756747440622,116044,5765,315311934.0,22357.0,19.27,75.6,37.35
6-November-2017,2610.0,2672.95,2610.0,2667.0,2646.872389666308,37160,3862,98357778.0,16927.0,45.55,62.95,57.0
3-November-2017,2630.0,2635.0,2604.25,2612.7,2614.732883961896,17951,1025,46937070.0,4494.0,25.03,30.75,-17.3
2-November-2017,2586.5,2670.0,2586.5,2625.8,2635.128369355557,40438,1813,106559321.0,10419.0,25.77,83.5,39.3
1-November-2017,2622.0,2622.0,2581.1,2602.5,2595.1162781524868,25353,1199,65793983.0,7526.0,29.68,40.9,-19.5
31-October-2017,2595.05,2634.9,2595.05,2616.3,2624.199497206704,35800,2043,93946342.0,14548.0,40.64,39.85,21.25
30-October-2017,2580.0,2618.0,2580.0,2613.0,2605.562972144912,42757,1644,111406056.0,9681.0,22.64,38.0,33.0
27-October-2017,2545.0,2590.0,2534.4,2579.2,2564.9676005529145,29661,1202,76079504.0,8203.0,27.66,55.6,34.2
26-October-2017,2560.0,2566.4,2525.6,2543.0,2544.014165134548,23932,1542,60883347.0,6863.0,28.68,40.8,-17.0
25-October-2017,2582.0,2611.0,2558.75,2561.75,2586.899597172608,13157,820,34035838.0,3552.0,27.0,52.25,-20.25
24-October-2017,2610.0,2619.0,2570.45,2580.6,2586.7659836908106,14593,719,37748676.0,4496.0,30.81,48.55,-29.4
23-October-2017,2581.0,2625.05,2555.0,2585.95,2593.971584818987,91430,2081,237166822.0,64803.0,70.88,70.05,4.95
19-October-2017,2589.05,2594.95,2570.85,2580.95,2581.3249076414545,5143,370,13275754.0,2226.0,43.28,24.1,-8.1
18-October-2017,2590.0,2611.9,2580.0,2589.05,2590.697142502944,16133,955,41795717.0,7239.0,44.87,31.9,-0.95
17-October-2017,2586.0,2612.95,2581.1,2594.85,2601.541262914715,31166,1897,81079635.0,12012.0,38.54,31.85,8.85
16-October-2017,2556.75,2590.0,2556.0,2585.1,2578.075611684808,42996,1604,110846939.0,23605.0,54.9,34.0,28.35
13-October-2017,2549.9,2605.6,2525.0,2556.75,2563.485932437201,93513,4662,239719260.0,15983.0,17.09,80.6,6.85
12-October-2017,2501.05,2555.0,2501.05,2548.55,2520.283999636124,186877,2711,470983113.0,155588.0,83.26,53.95,47.5
11-October-2017,2460.0,2513.35,2457.7,2500.5,2501.219390803875,127184,1835,318115087.0,107723.0,84.7,55.65,40.5
10-October-2017,2460.0,2470.6,2452.1,2459.55,2459.8760978583105,144372,1201,355137232.0,125657.0,87.04,18.5,-0.45
9-October-2017,2448.0,2467.0,2442.6,2452.55,2457.0954592111048,20459,833,50269716.0,8158.0,39.87,24.4,4.55
6-October-2017,2428.0,2454.05,2427.6,2445.15,2444.302957699934,24208,1015,59171686.0,11458.0,47.33,26.45,17.15
5-October-2017,2442.0,2442.55,2425.0,2430.15,2435.6627747497414,112284,1403,273485959.0,94617.0,84.27,17.55,-11.85
4-October-2017,2470.0,2470.0,2429.0,2442.55,2439.2644669284205,132440,2537,323056186.0,86403.0,65.24,41.0,-27.45
3-October-2017,2435.0,2455.45,2428.0,2447.05,2438.6371375189988,166457,3026,405928222.0,115039.0,69.11,27.45,12.05
29-September-2017,2478.45,2483.45,2420.65,2437.0,2443.028092361897,95364,2501,232976931.0,33743.0,35.38,62.8,-41.45
28-September-2017,2495.0,2511.05,2452.85,2478.45,2481.092832637923,107850,2873,267585862.0,69261.0,64.22,58.2,-16.55
27-September-2017,2490.0,2507.95,2474.1,2490.15,2492.1328532548773,331057,1900,825038026.0,306122.0,92.47,33.85,0.15
26-September-2017,2508.2,2526.0,2468.0,2474.9,2484.931516995958,62103,2369,154321702.0,36550.0,58.85,58.0,-33.3
25-September-2017,2528.8,2533.0,2495.0,2508.2,2516.287775123501,43117,2751,108494780.0,10933.0,25.36,38.0,-20.6
22-September-2017,2525.0,2525.9,2495.2,2502.35,2508.3854419954505,25498,1144,63958812.0,9618.0,37.72,30.7,-22.65
21-September-2017,2487.5,2539.7,2479.95,2525.85,2519.1583316596366,29874,1611,75257336.0,9697.0,32.46,59.75,38.35
20-September-2017,2498.3,2505.0,2478.05,2492.4,2489.17509879223,17967,1056,44723009.0,6024.0,33.53,26.95,-5.9
19-September-2017,2499.05,2503.35,2492.5,2498.3,2496.838113830905,13318,623,33252890.0,4457.0,33.47,10.85,-0.75
18-September-2017,2507.0,2516.9,2491.1,2499.05,2501.347693685625,22330,954,55855094.0,9350.0,41.87,25.8,-7.95
15-September-2017,2492.0,2514.45,2487.6,2498.55,2498.506010815308,48080,1473,120128169.0,22794.0,47.41,26.85,6.55
14-September-2017,2490.0,2497.45,2473.0,2485.05,2478.8092510018623,35434,718,87834127.0,22876.0,64.56,24.45,-4.95
13-September-2017,2500.0,2528.05,2475.35,2488.1,2507.080718129435,62997,1288,157938564.0,45650.0,72.46,52.7,-11.9
12-September-2017,2465.0,2494.45,2457.0,2486.8,2471.3955642681426,26016,1092,64295827.0,11321.0,43.52,37.45,21.8
11-September-2017,2474.0,2480.55,2456.2,2463.55,2465.722349627841,49710,1685,122571058.0,25892.0,52.09,24.35,-10.45
8-September-2017,2463.0,2475.0,2453.95,2470.15,2467.0963443312194,28066,838,69241526.0,16426.0,58.53,21.05,7.15
7-September-2017,2456.0,2467.0,2452.35,2458.95,2458.9169342527766,18997,945,46712045.0,7970.0,41.95,14.65,2.95
6-September-2017,2470.0,2474.95,2452.0,2456.45,2458.7435683493254,14382,986,35361650.0,4160.0,28.93,22.95,-13.55
5-September-2017,2457.8,2482.5,2440.0,2477.65,2460.037636745635,27606,1109,67911799.0,13531.0,49.01,42.5,19.85
4-September-2017,2456.45,2462.75,2440.2,2457.8,2453.163570609228,62768,2006,153980171.0,33969.0,54.12,22.55,1.35
1-September-2017,2475.0,2477.0,2440.0,2463.2,2456.359194137297,38617,2140,94857223.0,9174.0,23.76,37.0,-11.8
31-August-2017,2492.0,2500.0,2468.0,2496.75,2473.0093394486566,228279,1388,564536099.0,8271.0,3.62,32.0,4.75
30-August-2017,2487.5,2491.45,2461.0,2486.75,2478.3132886040457,19972,1066,49496873.0,6905.0,34.57,30.45,-0.75
29-August-2017,2485.85,2493.9,2466.0,2474.95,2475.8401328006303,17771,1021,43998155.0,5533.0,31.13,27.9,-10.9
28-August-2017,2496.0,2501.95,2464.0,2485.85,2479.0265945038022,21433,1632,53132977.0,6834.0,31.89,37.95,-10.15
24-August-2017,2475.3,2515.0,2475.3,2495.3,2496.5511663176135,13847,820,34569744.0,3963.0,28.62,39.7,20.0
23-August-2017,2500.0,2520.0,2475.65,2493.0,2489.8230227094755,12770,931,31795040.0,3736.0,29.26,44.35,-7.0
22-August-2017,2519.9,2538.0,2491.0,2496.05,2515.157363222728,18022,1102,45328166.0,5247.0,29.11,47.0,-23.85
21-August-2017,2512.85,2542.0,2495.0,2521.4,2528.924968491808,35705,2090,90295266.0,11604.0,32.5,47.0,8.55
18-August-2017,2475.0,2546.45,2470.95,2512.85,2508.5706475408106,141937,5218,356058992.0,69852.0,49.21,75.5,37.85
17-August-2017,2500.0,2500.0,2462.0,2480.15,2478.873948803253,21642,1410,53647790.0,5647.0,26.09,38.0,-19.85
16-August-2017,2497.0,2547.0,2466.85,2491.05,2486.901271606297,36332,1724,90354097.0,8589.0,23.64,80.15,-5.95
14-August-2017,2501.0,2505.6,2460.05,2469.15,2485.210075914424,14490,1044,36010694.0,6152.0,42.46,45.55,-31.85
11-August-2017,2514.0,2533.3,2485.0,2494.0,2507.4238816832585,38473,1927,96468119.0,10587.0,27.52,48.3,-20.0
10-August-2017,2498.4,2520.0,2486.5,2511.25,2500.9958104104953,23630,1457,59098531.0,8558.0,36.22,33.5,12.85
9-August-2017,2495.95,2521.45,2495.1,2501.95,2506.0885334779073,18445,1268,46224803.0,5909.0,32.04,26.35,6.0
8-August-2017,2525.0,2526.0,2486.0,2497.8,2506.172422085417,20792,1288,52108337.0,6642.0,31.94,40.0,-27.2
7-August-2017,2522.0,2522.75,2484.0,2504.6,2494.8568618599247,31012,1624,77370501.0,10006.0,32.26,38.75,-17.4
4-August-2017,2490.0,2528.0,2487.45,2522.75,2510.1457055214723,29340,1975,73647675.0,10308.0,35.13,40.55,32.75
3-August-2017,2479.0,2501.45,2472.0,2489.55,2487.352207039776,453594,1656,1128248037.0,441176.0,97.26,29.45,10.55
2-August-2017,2499.0,2501.85,2458.0,2467.35,2482.6601147371393,21266,1435,52796250.0,6142.0,28.88,43.85,-31.65
1-August-2017,2494.05,2518.9,2488.3,2499.95,2503.257645612417,26028,1843,65154790.0,9404.0,36.13,30.6,5.9
31-July-2017,2470.0,2516.0,2464.9,2494.05,2493.2340962123176,42427,2454,105780443.0,9370.0,22.08,51.1,24.05
28-July-2017,2479.4,2488.55,2443.85,2482.75,2465.592993181284,42530,3135,104861670.0,11794.0,27.73,44.7,3.35
27-July-2017,2550.0,2583.7,2469.05,2484.35,2515.043425351737,59988,3921,150872425.0,19121.0,31.87,114.65,-65.65
26-July-2017,2555.0,2573.0,2547.0,2554.8,2558.6243720930233,37625,2130,96268242.0,12032.0,31.98,26.0,-0.2
25-July-2017,2530.0,2580.0,2517.7,2570.65,2554.562725614253,51526,2932,131626399.0,20321.0,39.44,62.3,40.65
24-July-2017,2480.0,2539.2,2479.9,2532.65,2518.9921345973535,57594,2851,145078833.0,18576.0,32.25,59.3,52.65
21-July-2017,2445.2,2499.0,2439.8,2490.9,2473.2118630445266,43547,2740,107700957.0,14194.0,32.59,59.2,45.7
20-July-2017,2450.0,2457.4,2431.0,2445.2,2442.524770483284,23092,1295,56402782.0,6338.0,27.45,26.4,-4.8
19-July-2017,2418.0,2457.9,2417.3,2450.45,2440.507112511337,41898,2557,102252367.0,13390.0,31.96,40.6,32.45
18-July-2017,2397.0,2440.0,2397.0,2405.25,2414.731108952493,88534,2293,213785804.0,60083.0,67.86,43.0,8.25
17-July-2017,2400.0,2420.65,2384.0,2395.7,2402.5414255959267,34568,2071,83051052.0,8853.0,25.61,36.65,-4.3
14-July-2017,2389.0,2422.65,2376.1,2398.8,2398.5089120789135,210052,7469,503811594.0,79323.0,37.76,46.55,9.8
13-July-2017,2449.9,2471.0,2427.1,2444.05,2447.076018522576,68457,3777,167519483.0,11910.0,17.4,43.9,-5.85
12-July-2017,2487.95,2488.0,2431.3,2439.1,2449.5246191839497,45757,2640,112082898.0,10442.0,22.82,56.7,-48.85
11-July-2017,2438.8,2513.4,2426.85,2471.9,2473.555923846616,144813,6064,358203054.0,54929.0,37.93,86.55,33.1
10-July-2017,2333.0,2452.0,2333.0,2440.85,2418.046046143869,675366,39253,1633066086.0,365708.0,54.15,119.0,107.85
7-July-2017,2354.6,2356.0,2325.0,2332.2,2343.734014460289,54909,2332,128692091.0,34440.0,62.72,31.0,-22.4
6-July-2017,2350.05,2361.3,2340.0,2344.8,2348.5642063339114,31134,1906,73120198.0,13224.0,42.47,21.3,-5.25
5-July-2017,2364.0,2364.0,2346.3,2357.75,2355.594101799288,20786,1308,48963379.0,6779.0,32.61,17.7,-6.25
4-July-2017,2373.4,2381.4,2351.1,2364.0,2365.6607924810423,28089,1592,66449046.0,7124.0,25.36,30.3,-9.4
3-July-2017,2364.0,2382.95,2345.5,2373.4,2366.5336760357077,36183,2016,85628288.0,16207.0,44.79,37.45,9.4
30-June-2017,2330.0,2377.85,2326.0,2364.35,2361.853021777258,54736,2907,129278387.0,20213.0,36.93,51.85,34.35
29-June-2017,2353.0,2370.8,2325.0,2334.65,2349.1284952079836,40484,2706,95102118.0,12542.0,30.98,45.8,-18.35
28-June-2017,2345.0,2358.3,2335.15,2351.2,2346.412876593279,41424,2138,97197807.0,16742.0,40.42,23.15,6.2
27-June-2017,2358.75,2386.35,2335.0,2345.9,2356.0946273902678,47798,2905,112616611.0,13762.0,28.79,51.35,-12.85
23-June-2017,2403.0,2413.0,2353.0,2360.65,2384.637579440652,46733,3970,111441268.0,20335.0,43.51,60.0,-42.35
22-June-2017,2410.0,2430.1,2388.9,2395.75,2405.624249034782,57759,3815,138946451.0,14408.0,24.95,41.2,-14.25
21-June-2017,2441.0,2441.0,2398.0,2406.05,2411.86750487752,46130,3731,111259448.0,13097.0,28.39,43.0,-34.95
20-June-2017,2429.95,2445.0,2383.1,2441.5,2423.655672455317,39445,2837,95601098.0,10782.0,27.33,61.9,11.55
19-June-2017,2408.5,2442.85,2406.55,2431.9,2429.489943484042,48128,3305,116926492.0,12923.0,26.85,36.3,23.4
16-June-2017,2411.1,2434.9,2389.5,2397.45,2404.4259579728055,72810,4378,175066254.0,16327.0,22.42,45.4,-13.65
15-June-2017,2465.05,2469.95,2406.05,2411.1,2431.2343589083416,77680,5035,188858285.0,35348.0,45.5,63.9,-53.95
14-June-2017,2450.05,2477.0,2450.05,2470.8,2470.2255166358304,63778,1951,157546043.0,9484.0,14.87,26.95,20.75
13-June-2017,2466.25,2482.45,2450.0,2453.4,2464.3313683920233,58017,3706,142973113.0,18738.0,32.3,32.45,-12.85
12-June-2017,2500.0,2514.0,2472.4,2489.9,2480.137116039733,837196,4759,2076360873.0,775487.0,92.63,41.6,-10.1
9-June-2017,2516.0,2545.5,2489.0,2510.25,2510.9104789488006,102892,5504,258352601.0,21167.0,20.57,56.5,-5.75
8-June-2017,2610.0,2610.0,2517.7,2521.5,2543.4316926320203,181203,12235,460877453.0,63290.0,34.93,92.3,-88.5
7-June-2017,2700.0,2700.0,2581.0,2615.35,2623.4537280129375,195399,12074,512620235.0,68162.0,34.88,119.0,-84.65
6-June-2017,2644.0,2707.4,2630.0,2695.4,2690.395960752674,153692,8732,413492336.0,42657.0,27.75,77.4,51.4
5-June-2017,2565.0,2620.0,2560.0,2601.05,2580.839784514396,72209,3699,186359860.0,20809.0,28.82,60.0,36.05
2-June-2017,2542.25,2589.0,2542.25,2561.85,2569.2423989706444,41968,4168,107825965.0,19011.0,45.3,46.75,19.6
1-June-2017,2530.0,2562.2,2530.0,2550.85,2554.657623451553,47144,2402,120436779.0,29744.0,63.09,32.2,20.85
31-May-2017,2531.0,2571.55,2529.05,2544.35,2551.545674036236,50116,3849,127873263.0,18397.0,36.71,42.5,13.35
30-May-2017,2572.85,2575.0,2525.6,2551.7,2553.401463294668,48794,3003,124590671.0,15600.0,31.97,49.4,-21.15
29-May-2017,2579.0,2595.85,2562.3,2571.5,2578.93033196181,50066,3307,129116726.0,21040.0,42.02,33.55,-7.5
26-May-2017,2624.0,2636.0,2571.05,2579.3,2601.3335744712736,346966,3838,902574305.0,309738.0,89.27,64.95,-44.7
25-May-2017,2572.0,2633.0,2567.55,2619.95,2603.4628833107017,395469,6249,1029588863.0,318629.0,80.57,65.45,47.95
24-May-2017,2522.45,2570.0,2522.45,2557.8,2543.503837715302,137191,4141,348945835.0,77009.0,56.13,47.55,35.35
23-May-2017,2529.5,2560.6,2514.0,2520.45,2533.425941236968,49589,4438,125630059.0,18326.0,36.96,46.6,-9.05
22-May-2017,2507.0,2550.0,2507.0,2529.3,2531.002984023043,48257,2814,122138611.0,19562.0,40.54,43.0,22.3
19-May-2017,2546.0,2550.0,2485.2,2506.8,2505.5557291568625,53123,3422,133102637.0,15693.0,29.54,64.8,-39.2
18-May-2017,2451.0,2565.75,2443.05,2534.1,2536.714612918003,288156,10298,730969536.0,160285.0,55.62,122.7,83.1
17-May-2017,2431.9,2460.0,2424.0,2451.35,2443.9382220795887,124640,4388,304612460.0,80751.0,64.79,36.0,19.45
16-May-2017,2378.7,2434.8,2375.5,2427.25,2403.6132426057593,589310,7309,1416473320.0,521274.0,88.45,59.3,48.55
15-May-2017,2364.5,2375.0,2340.75,2364.4,2354.9563781321185,26340,1590,62029551.0,8229.0,31.24,34.25,-0.1
12-May-2017,2349.0,2369.0,2322.7,2359.5,2351.025833961861,168383,4470,395872783.0,117478.0,69.77,46.3,10.5
11-May-2017,2340.0,2359.65,2323.6,2351.25,2338.8178428265123,32181,2595,75265497.0,11947.0,37.12,36.05,11.25
10-May-2017,2352.75,2356.0,2316.0,2332.5,2329.111009097738,35943,4516,83715237.0,14723.0,40.96,40.0,-20.25
9-May-2017,2342.45,2362.0,2333.6,2352.75,2349.1517955602435,41714,4465,97992518.0,17794.0,42.66,28.4,10.3
8-May-2017,2325.0,2346.9,2318.0,2341.9,2337.533407539764,34139,3444,79801053.0,17454.0,51.13,28.9,16.9
5-May-2017,2302.0,2331.8,2302.0,2319.95,2319.3370176696567,171537,6753,397852114.0,114557.0,66.78,29.8,17.95
4-May-2017,2345.0,2348.0,2311.0,2327.1,2326.24263474558,334408,4504,777914147.0,280940.0,84.01,37.0,-17.9
3-May-2017,2299.0,2343.5,2271.45,2337.4,2325.507898943673,127612,5908,296762714.0,52563.0,41.19,72.05,38.4
2-May-2017,2297.0,2301.5,2280.1,2291.95,2289.5761503564486,138870,3966,317953440.0,110539.0,79.6,21.4,-5.05
28-April-2017,2301.4,2302.0,2265.3,2272.1,2281.290030091466,100693,5284,229709937.0,43293.0,43.0,36.7,-29.3
27-April-2017,2320.0,2329.65,2285.05,2301.4,2318.3120619627844,158805,4968,368159547.0,119196.0,75.06,44.6,-18.6
26-April-2017,2330.25,2341.0,2304.0,2310.45,2312.3826757946968,153958,2632,356009812.0,119057.0,77.33,37.0,-19.8
25-April-2017,2331.0,2343.3,2303.0,2311.3,2314.1554295804094,43042,5078,99605878.0,17106.0,39.74,40.3,-19.7
24-April-2017,2300.0,2337.05,2283.9,2329.1,2316.930394686282,54651,3100,126622563.0,15323.0,28.04,53.15,29.1
21-April-2017,2330.0,2335.45,2301.9,2311.2,2314.104547987484,23329,1560,53985745.0,9879.0,42.35,33.55,-18.8
20-April-2017,2318.9,2334.0,2292.0,2328.35,2312.9254927227366,60531,3745,140003693.0,23051.0,38.08,42.0,9.45
19-April-2017,2285.0,2348.45,2255.0,2301.75,2299.7468834189135,217145,9243,499378537.0,46393.0,21.36,93.45,16.75
18-April-2017,2325.0,2338.95,2302.5,2308.65,2320.841828989013,77726,4349,180389752.0,25450.0,32.74,36.45,-16.35
17-April-2017,2332.5,2333.05,2300.0,2320.85,2311.4399071149137,47801,3362,110489139.0,12290.0,25.71,33.05,-11.65
13-April-2017,2400.0,2408.0,2321.35,2327.85,2343.8401017567794,108494,5988,254292588.0,38845.0,35.8,86.65,-72.15
12-April-2017,2419.15,2427.0,2380.6,2394.2,2401.4614134321564,30762,1698,73873756.0,10217.0,33.21,46.4,-24.95
11-April-2017,2420.0,2442.0,2410.0,2420.8,2427.1308881104474,24265,1273,58894331.0,8855.0,36.49,32.0,0.8
10-April-2017,2430.0,2448.0,2408.1,2421.15,2433.83666899069,48766,3067,118688479.0,13884.0,28.47,39.9,-8.85
7-April-2017,2400.0,2430.0,2394.4,2427.1,2418.2834454557446,37905,2414,91665034.0,12387.0,32.68,35.6,27.1
6-April-2017,2401.2,2410.05,2390.0,2399.75,2399.590242844753,23060,1451,55334551.0,7553.0,32.75,20.05,-1.45
5-April-2017,2417.0,2418.5,2395.0,2402.85,2402.655377877368,39272,2044,94357082.0,14291.0,36.39,23.5,-14.15
3-April-2017,2435.0,2435.0,2410.0,2413.3,2418.136681007123,28358,1548,68573520.0,14733.0,51.95,25.0,-21.7
31-March-2017,2439.0,2440.0,2414.85,2431.1,2426.43697509024,83943,2413,203682399.0,14976.0,17.84,25.15,-7.9
30-March-2017,2440.0,2465.0,2435.0,2443.75,2455.6956472619877,61961,3314,152157358.0,32937.0,53.16,30.0,3.75
29-March-2017,2431.25,2447.9,2426.55,2443.75,2439.3110168368025,30172,2010,73598892.0,14289.0,47.36,21.35,12.5
28-March-2017,2412.1,2441.85,2412.1,2429.85,2432.0144100580274,31020,1762,75441087.0,14333.0,46.21,29.75,17.75
27-March-2017,2428.0,2441.0,2407.0,2412.1,2418.080250538266,81744,3981,197663552.0,47689.0,58.34,34.0,-15.9
24-March-2017,2465.0,2470.0,2423.7,2426.75,2438.3195102478862,152812,4851,372604481.0,114949.0,75.22,46.3,-38.25
23-March-2017,2478.0,2486.0,2448.5,2458.9,2463.265778924143,64358,4207,158530859.0,28052.0,43.59,37.5,-19.1
22-March-2017,2487.0,2495.0,2470.0,2479.1,2480.580624327233,55740,2103,138267564.0,31208.0,55.99,25.0,-7.9
21-March-2017,2482.0,2493.9,2466.0,2486.15,2482.6443482262384,47808,2161,118690261.0,25471.0,53.28,27.9,4.15
20-March-2017,2518.0,2523.4,2467.05,2480.8,2488.7583642436657,54189,4071,134863327.0,21113.0,38.96,56.35,-37.2
17-March-2017,2548.0,2548.0,2512.45,2526.85,2523.8808842319045,179229,2802,452352647.0,142852.0,79.7,35.55,-21.15
16-March-2017,2501.0,2525.0,2501.0,2518.95,2517.024873275964,33932,2344,85407688.0,7846.0,23.12,24.0,17.95
15-March-2017,2565.0,2570.0,2496.05,2500.3,2512.120689085624,60544,4639,152093835.0,16655.0,27.51,73.95,-64.7
14-March-2017,2550.0,2584.0,2550.0,2562.35,2572.1612491501564,395661,4276,1017703892.0,360074.0,91.01,34.0,12.35
10-March-2017,2525.0,2548.5,2519.5,2541.8,2535.576750361784,67029,2303,169957174.0,47609.0,71.03,29.0,16.8
9-March-2017,2513.9,2524.9,2503.5,2519.55,2516.097367062468,77480,2131,194947224.0,57777.0,74.57,21.4,5.65
8-March-2017,2499.0,2520.0,2492.0,2513.9,2505.4303676507566,79532,3095,199261888.0,54503.0,68.53,28.0,14.9
7-March-2017,2472.0,2507.45,2472.0,2500.7,2495.435509652035,48798,4577,121772262.0,19121.0,39.18,35.45,28.7
6-March-2017,2475.0,2482.45,2454.9,2470.65,2463.9737578726385,208634,3824,514068701.0,158037.0,75.75,27.55,-4.35
3-March-2017,2501.0,2501.0,2476.0,2492.35,2488.574616577632,34818,2145,86647191.0,9688.0,27.82,25.0,-8.65
2-March-2017,2480.0,2510.0,2479.1,2501.15,2497.300108106144,110077,9157,274895304.0,48841.0,44.37,30.9,21.15
1-March-2017,2484.0,2501.0,2471.4,2480.05,2488.034791525975,39981,3328,99474119.0,15109.0,37.79,29.6,-3.95
28-February-2017,2488.9,2491.25,2451.55,2466.5,2466.637610186092,37777,2992,93182169.0,9082.0,24.04,39.7,-22.4
