date,open price,high price,low price,close,wap,no.of shares,no. of trades,total turnover (rs.),deliverable quantity,% deli. qty to traded qty,spread high-low,spread close-open
16-September-2015,2548.0,2563.95,2543.5,2551.15,2553.9774038461537,20800,1848,53122730.0,6904.0,33.19,20.45,3.15
15-September-2015,2550.75,2558.0,2536.0,2543.15,2546.9164053111353,34117,4277,86893147.0,11312.0,33.16,22.0,-7.6
14-September-2015,2555.0,2564.7,2545.15,2550.75,2552.802703014901,17314,2343,44199226.0,8162.0,47.14,19.55,-4.25
11-September-2015,2549.9,2568.0,2535.2,2545.5,2551.2752685546875,40960,3569,104500235.0,13453.0,32.84,32.8,-4.4
10-September-2015,2540.0,2576.0,2527.05,2542.35,2551.0426016671786,55303,4359,141080309.0,13718.0,24.81,48.95,2.35
9-September-2015,2560.0,2575.0,2546.65,2550.65,2558.9708775437803,31007,2374,79346010.0,12228.0,39.44,28.35,-9.35
8-September-2015,2543.0,2563.7,2523.05,2542.1,2539.623733205337,256257,4542,650796359.0,214445.0,83.68,40.65,-0.9
7-September-2015,2552.0,2559.5,2535.0,2539.5,2546.4183824168185,23022,2210,58623644.0,5870.0,25.5,24.5,-12.5
4-September-2015,2625.0,2625.0,2542.45,2549.45,2569.7952027891783,45318,4275,116457979.0,9557.0,21.09,82.55,-75.55
3-September-2015,2614.0,2614.0,2577.0,2605.25,2594.647745599888,28522,2693,74004543.0,6957.0,24.39,37.0,-8.75
2-September-2015,2560.0,2619.0,2546.6,2593.2,2596.051410177231,53433,4810,138714815.0,12596.0,23.57,72.4,33.2
1-September-2015,2567.0,2610.0,2531.0,2538.8,2572.769667032565,49194,4720,126564831.0,15559.0,31.63,79.0,-28.2
31-August-2015,2583.85,2588.45,2533.0,2565.25,2567.285751070952,42719,3327,109671880.0,13317.0,31.17,55.45,-18.6
28-August-2015,2599.0,2604.9,2560.0,2570.65,2584.817236770457,40402,4136,104431786.0,10979.0,27.17,44.9,-28.35
27-August-2015,2615.2,2615.2,2547.0,2577.6,2571.7039741741364,31906,3604,82052787.0,8332.0,26.11,68.2,-37.6
26-August-2015,2565.45,2638.95,2514.9,2576.75,2593.497090668041,54308,5277,140847640.0,20368.0,37.5,124.05,11.3
25-August-2015,2585.0,2618.1,2536.1,2567.35,2576.584479043759,77972,6225,200901445.0,23476.0,30.11,82.0,-17.65
24-August-2015,2675.0,2675.0,2570.0,2579.2,2604.526709185194,83885,6136,218480723.0,28346.0,33.79,105.0,-95.8
21-August-2015,2690.3,2727.8,2657.0,2675.1,2685.6750073866156,54152,5553,145434673.0,12534.0,23.15,70.8,-15.2
20-August-2015,2732.0,2732.0,2675.25,2691.2,2701.478363066538,33184,3416,89645858.0,6607.0,19.91,56.75,-40.8
19-August-2015,2750.0,2750.95,2718.05,2731.4,2737.9688758228413,31294,2863,85681998.0,7990.0,25.53,32.9,-18.6
18-August-2015,2700.0,2746.0,2694.2,2734.6,2734.6092388146426,51630,5207,141187875.0,14093.0,27.3,51.8,34.6
17-August-2015,2694.0,2694.0,2655.45,2684.75,2673.2138135836763,41756,4334,111622716.0,17884.0,42.83,38.55,-9.25
14-August-2015,2635.1,2713.0,2635.1,2693.65,2686.9219833105212,67947,5797,182568288.0,15598.0,22.96,77.9,58.55
13-August-2015,2671.5,2682.5,2627.05,2637.4,2655.664773486569,44898,4134,119234037.0,11717.0,26.1,55.45,-34.1
12-August-2015,2603.0,2689.6,2603.0,2671.4,2664.252630739001,200514,8064,534219952.0,91189.0,45.48,86.6,68.4
11-August-2015,2570.0,2609.95,2544.05,2603.05,2592.529463124016,58412,4837,151434831.0,26017.0,44.54,65.9,33.05
10-August-2015,2563.0,2588.0,2558.3,2570.8,2577.2688321536903,31648,3449,81565404.0,11907.0,37.62,29.7,7.8
7-August-2015,2574.3,2574.3,2548.25,2551.7,2558.3964192019143,21727,2163,55586279.0,8286.0,38.14,26.05,-22.6
6-August-2015,2550.0,2582.0,2550.0,2574.3,2565.844140467553,39696,2849,101853749.0,14126.0,35.59,32.0,24.3
5-August-2015,2510.0,2547.85,2510.0,2541.65,2537.2050306932174,33395,2909,84729962.0,11341.0,33.96,37.85,31.65
4-August-2015,2510.0,2520.8,2485.8,2509.3,2500.893364223068,30215,2579,75564493.0,10304.0,34.1,35.0,-0.7
3-August-2015,2509.9,2524.0,2500.0,2507.95,2513.3926619828258,24339,2410,61173464.0,8791.0,36.12,24.0,-1.95
31-July-2015,2490.0,2518.5,2488.55,2510.0,2499.7406106392705,41563,2962,103896719.0,16616.0,39.98,29.95,20.0
30-July-2015,2510.0,2515.0,2477.0,2480.95,2491.515690063956,50191,3487,125051664.0,26830.0,53.46,38.0,-29.05
29-July-2015,2512.0,2515.45,2484.9,2508.1,2503.816897104881,39273,2976,98332401.0,14419.0,36.71,30.55,-3.9
28-July-2015,2500.0,2518.95,2492.05,2501.5,2509.228005570169,32315,3066,81085703.0,14711.0,45.52,26.9,1.5
27-July-2015,2500.0,2505.0,2482.05,2496.9,2497.0974825923945,65345,5207,163172835.0,41736.0,63.87,22.95,-3.1
24-July-2015,2514.0,2517.0,2493.85,2503.75,2505.2175103112113,26670,2213,66814151.0,7006.0,26.27,23.15,-10.25
23-July-2015,2535.0,2538.45,2483.0,2487.95,2505.8687347067644,63345,4541,158734255.0,26001.0,41.05,55.45,-47.05
22-July-2015,2560.0,2567.9,2521.4,2528.1,2531.8007308304354,67868,6976,171828252.0,30083.0,44.33,46.5,-31.9
21-July-2015,2579.5,2599.05,2556.0,2562.85,2574.2599697122664,39620,3053,101992180.0,11962.0,30.19,43.05,-16.65
20-July-2015,2559.0,2589.0,2554.35,2579.55,2571.223474035833,32930,2648,84670389.0,13162.0,39.97,34.65,20.55
17-July-2015,2541.0,2567.0,2541.0,2559.35,2555.601193082312,36544,3115,93391890.0,8395.0,22.97,26.0,18.35
16-July-2015,2541.0,2558.45,2526.0,2538.15,2541.5986466796726,40493,3564,102916954.0,9509.0,23.48,32.45,-2.85
15-July-2015,2503.0,2550.0,2503.0,2546.25,2533.6758929347357,46028,4087,116620034.0,17985.0,39.07,47.0,43.25
14-July-2015,2509.0,2511.8,2491.0,2499.5,2499.508440809479,47685,3205,119189060.0,17416.0,36.52,20.8,-9.5
13-July-2015,2484.0,2518.3,2480.0,2508.6,2502.0469511433207,64024,4657,160191054.0,20057.0,31.33,38.3,24.6
10-July-2015,2562.0,2562.0,2455.0,2471.9,2489.0484624919236,303348,23576,755047873.0,104706.0,34.52,107.0,-90.1
9-July-2015,2600.0,2600.0,2505.75,2521.4,2541.5836577072787,129994,10611,330390626.0,43756.0,33.66,94.25,-78.6
8-July-2015,2601.0,2622.45,2584.1,2594.05,2599.646777319289,151706,5527,394382014.0,111755.0,73.67,38.35,-6.95
7-July-2015,2635.0,2646.65,2604.9,2619.05,2626.291815673853,39148,3552,102814072.0,10089.0,25.77,41.75,-15.95
6-July-2015,2590.0,2643.4,2581.9,2632.8,2614.8620355411954,46425,4310,121394970.0,14875.0,32.04,61.5,42.8
3-July-2015,2577.0,2608.65,2571.0,2604.8,2594.9372436006106,29495,3790,76537674.0,14224.0,48.23,37.65,27.8
2-July-2015,2608.8,2608.8,2575.0,2580.85,2584.05504030032,36228,2812,93615146.0,10108.0,27.9,33.8,-27.95
1-July-2015,2565.0,2599.0,2560.15,2591.8,2583.1153273583473,32915,3337,85023241.0,8661.0,26.31,38.85,26.8
30-June-2015,2590.0,2590.0,2547.0,2552.2,2559.4368546757305,54430,4028,139310148.0,12869.0,23.64,43.0,-37.8
29-June-2015,2580.0,2603.2,2546.0,2593.55,2568.182299561032,50801,4342,130466229.0,9180.0,18.07,57.2,13.55
26-June-2015,2553.0,2598.0,2553.0,2594.05,2576.380368463347,33599,2656,86563804.0,8268.0,24.61,45.0,41.05
25-June-2015,2567.0,2574.0,2546.5,2551.75,2558.531337149567,27252,2634,69725096.0,7798.0,28.61,27.5,-15.25
24-June-2015,2582.0,2585.8,2560.0,2568.4,2576.335806507144,58090,2810,149659347.0,35843.0,61.7,25.8,-13.6
23-June-2015,2600.0,2600.0,2571.05,2577.7,2586.813116465643,72794,2974,188304474.0,48406.0,66.5,28.95,-22.3
22-June-2015,2552.55,2605.0,2552.0,2595.7,2588.361203554397,29147,2672,75442964.0,8645.0,29.66,53.0,43.15
19-June-2015,2539.9,2560.0,2530.0,2551.1,2544.850111783272,30416,2793,77404161.0,9747.0,32.05,30.0,11.2
18-June-2015,2515.0,2545.8,2511.0,2528.55,2533.6769611770706,41187,3653,104354553.0,15558.0,37.77,34.8,13.55
17-June-2015,2511.0,2530.05,2503.2,2514.95,2516.102232055704,46101,3705,115994829.0,18013.0,39.07,26.85,3.95
16-June-2015,2512.1,2516.4,2495.0,2511.05,2508.8819011504597,31118,2291,78071387.0,7956.0,25.57,21.4,-1.05
15-June-2015,2500.0,2519.9,2482.0,2511.8,2506.110923236312,102314,3631,256410233.0,63060.0,61.63,37.9,11.8
12-June-2015,2574.85,2588.05,2477.0,2512.05,2525.2578968752655,105833,8599,267255619.0,23106.0,21.83,111.05,-62.8
11-June-2015,2605.0,2625.0,2551.0,2571.0,2583.93748502994,41750,3728,107879390.0,11424.0,27.36,74.0,-34.0
10-June-2015,2564.0,2610.0,2564.0,2602.05,2586.798029447089,44962,3347,116307613.0,17569.0,39.08,46.0,38.05
9-June-2015,2575.0,2588.0,2550.0,2558.1,2568.833637889241,26815,2382,68883274.0,6833.0,25.48,38.0,-16.9
8-June-2015,2598.0,2598.0,2564.6,2578.65,2576.8285281162402,34962,3248,90091079.0,14975.0,42.83,33.4,-19.35
5-June-2015,2584.55,2605.0,2568.0,2572.35,2592.2512098548173,111377,4507,288717163.0,62505.0,56.12,37.0,-12.2
4-June-2015,2620.0,2622.0,2590.5,2606.2,2607.403250661472,34393,3185,89676420.0,9386.0,27.29,31.5,-13.8
3-June-2015,2609.95,2625.0,2592.0,2610.75,2611.3037390612567,50280,4597,131296352.0,17770.0,35.34,33.0,0.8
2-June-2015,2628.0,2630.5,2591.0,2600.45,2609.5007917503476,51784,4956,135130389.0,17728.0,34.23,39.5,-27.55
1-June-2015,2610.25,2644.85,2607.6,2616.4,2621.254790516401,36948,3057,96850122.0,12538.0,33.93,37.25,6.15
29-May-2015,2611.35,2646.95,2599.4,2610.6,2617.453896945513,97987,6582,256476455.0,28091.0,28.67,47.55,-0.75
28-May-2015,2600.0,2624.9,2582.9,2609.95,2604.8208362900473,38049,3429,99110828.0,11855.0,31.16,42.0,9.95
27-May-2015,2595.0,2631.5,2592.0,2616.55,2614.9296656371134,48241,3623,126146822.0,24962.0,51.74,39.5,21.55
26-May-2015,2603.15,2622.0,2590.0,2606.35,2609.7182507245298,26914,2416,70237957.0,8982.0,33.37,32.0,3.2
25-May-2015,2620.0,2633.2,2588.1,2601.4,2607.1304602912155,37498,2950,97762178.0,13783.0,36.76,45.1,-18.6
22-May-2015,2555.5,2629.0,2541.05,2619.55,2583.594543749221,368898,5597,953082860.0,335192.0,90.86,87.95,64.05
21-May-2015,2559.9,2580.0,2549.0,2557.65,2566.5450503092666,35083,3026,90042100.0,9302.0,26.51,31.0,-2.25
20-May-2015,2528.0,2563.7,2520.0,2557.55,2549.067389333876,54059,3821,137800034.0,18279.0,33.81,43.7,29.55
19-May-2015,2520.0,2529.5,2498.3,2511.95,2511.290231963848,106439,3466,267299221.0,70583.0,66.31,31.2,-8.05
18-May-2015,2515.0,2525.0,2495.0,2519.35,2501.686106367087,915772,9580,2290974089.0,865918.0,94.56,30.0,4.35
15-May-2015,2508.0,2530.0,2501.0,2509.65,2511.5570413706646,16751,1913,42071092.0,4132.0,24.67,29.0,1.65
14-May-2015,2528.5,2528.5,2486.25,2499.95,2498.1248006988667,418964,5876,1046624359.0,379085.0,90.48,42.25,-28.55
13-May-2015,2525.85,2545.0,2483.95,2519.95,2514.4940746554807,77717,5644,195418936.0,24244.0,31.2,61.05,-5.9
12-May-2015,2555.0,2559.25,2515.35,2521.2,2526.3271637122,30688,3228,77527928.0,6598.0,21.5,43.9,-33.8
11-May-2015,2545.0,2562.85,2526.25,2555.8,2550.103920953576,31880,3479,81297313.0,7071.0,22.18,36.6,10.8
8-May-2015,2552.0,2586.8,2520.05,2530.7,2551.8485173332488,63433,11573,161871407.0,16211.0,25.56,66.75,-21.3
7-May-2015,2465.0,2556.0,2460.0,2543.3,2520.667166066738,102790,16041,259099378.0,46269.0,45.01,96.0,78.3
6-May-2015,2511.0,2517.0,2456.6,2462.85,2467.872970818331,114147,13277,281700296.0,61425.0,53.81,60.4,-48.15
5-May-2015,2501.25,2535.0,2500.15,2519.25,2516.5271845161287,96875,12739,243788571.0,45638.0,47.11,34.85,18.0
4-May-2015,2482.0,2503.85,2457.15,2479.1,2476.280979111773,52374,9904,129692740.0,18659.0,35.63,46.7,-2.9
30-April-2015,2484.0,2484.0,2428.3,2466.65,2455.9031564364213,96723,13592,237542321.0,32369.0,33.47,55.7,-17.35
29-April-2015,2494.0,2495.0,2453.05,2485.65,2468.23115848781,57506,7560,141938101.0,25232.0,43.88,41.95,-8.35
28-April-2015,2505.0,2506.65,2456.1,2494.55,2476.3885991941215,59066,9785,146270369.0,21408.0,36.24,50.55,-10.45
27-April-2015,2509.0,2518.6,2486.35,2500.3,2502.1590475120743,62321,7985,155937054.0,31716.0,50.89,32.25,-8.7
24-April-2015,2458.0,2515.0,2450.0,2496.9,2489.786750107397,86129,11337,214442843.0,32539.0,37.78,65.0,38.9
23-April-2015,2472.1,2476.45,2433.0,2456.85,2458.4500777259605,45030,7877,110704007.0,11215.0,24.91,43.45,-15.25
22-April-2015,2425.0,2468.15,2407.1,2447.9,2429.3230585106385,75200,10056,182685094.0,30147.0,40.09,61.05,22.9
21-April-2015,2438.9,2450.0,2402.0,2426.85,2428.104123918729,74565,11162,181051584.0,24261.0,32.54,48.0,-12.05
20-April-2015,2484.0,2486.0,2427.0,2430.65,2444.1310583909835,781148,18101,1909228088.0,70617.0,9.04,59.0,-53.35
17-April-2015,2561.0,2561.0,2471.0,2476.2,2490.0898296348323,374431,38347,932366825.0,161089.0,43.02,90.0,-84.8
16-April-2015,2634.9,2634.9,2567.8,2585.2,2589.938277491223,115355,13991,298762330.0,36613.0,31.74,67.1,-49.7
15-April-2015,2650.0,2712.0,2612.45,2624.7,2646.5486957698913,140351,11695,371445756.0,14342.0,10.22,99.55,-25.3
13-April-2015,2667.0,2667.0,2630.0,2650.25,2647.5938862307285,37620,6128,99602482.0,9039.0,24.03,37.0,-16.75
10-April-2015,2655.0,2669.65,2628.8,2651.95,2647.695729442971,37700,5569,99818129.0,15392.0,40.83,40.85,-3.05
9-April-2015,2678.8,2683.95,2635.15,2661.15,2657.605316582323,67976,12050,180653379.0,26486.0,38.96,48.8,-17.65
8-April-2015,2588.0,2652.0,2581.25,2644.35,2632.0802068675644,54721,8762,144030061.0,20720.0,37.86,70.75,56.35
7-April-2015,2568.0,2592.0,2547.25,2586.1,2568.8166903174388,51443,8398,132147637.0,18219.0,35.42,44.75,18.1
6-April-2015,2555.0,2560.45,2503.65,2546.0,2528.3838383838383,60489,8593,152939410.0,20623.0,34.09,56.8,-9.0
1-April-2015,2565.0,2565.0,2522.5,2543.4,2534.7695786581176,174680,6540,442773550.0,148597.0,85.07,42.5,-21.6
31-March-2015,2560.0,2567.4,2519.15,2547.05,2543.6300456409062,64635,8279,164407528.0,26102.0,40.38,48.25,-12.95
30-March-2015,2525.0,2562.6,2518.1,2557.25,2543.6434001734783,39198,5780,99705734.0,10729.0,27.37,44.5,32.25
27-March-2015,2531.0,2571.25,2506.85,2516.2,2539.0012201470686,61468,8985,156067327.0,19670.0,32.0,64.4,-14.8
26-March-2015,2557.8,2586.1,2501.65,2513.35,2539.930397635332,46349,7041,117723234.0,14599.0,31.5,84.45,-44.45
25-March-2015,2599.0,2614.0,2545.25,2573.1,2570.846803587988,108919,7129,280014063.0,16737.0,15.37,68.75,-25.9
24-March-2015,2621.95,2636.0,2582.05,2593.55,2620.9736272287446,59114,6072,154936235.0,23899.0,40.43,53.95,-28.4
23-March-2015,2611.0,2630.75,2607.0,2610.55,2615.8564448188713,35610,4913,93150648.0,10569.0,29.68,23.75,-0.45
20-March-2015,2600.0,2616.75,2589.3,2609.65,2608.578943719857,100977,8085,263406476.0,66207.0,65.57,27.45,9.65
19-March-2015,2585.0,2606.0,2569.2,2594.4,2595.9063791798476,51527,13546,133759268.0,21164.0,41.07,36.8,9.4
18-March-2015,2590.0,2598.9,2554.5,2560.7,2564.285004160645,45666,6440,117100639.0,11554.0,25.3,44.4,-29.3
17-March-2015,2580.2,2605.5,2557.95,2580.9,2580.7366803908317,48819,6855,125988984.0,8331.0,17.07,47.55,0.7
16-March-2015,2582.0,2609.95,2556.5,2565.35,2583.3928219692634,43661,6399,112793514.0,11387.0,26.08,53.45,-16.65
13-March-2015,2625.0,2638.6,2572.15,2581.05,2596.9885026548673,70625,16692,183412313.0,27875.0,39.47,66.45,-43.95
12-March-2015,2616.0,2624.8,2591.0,2619.0,2609.1153010926887,58022,8099,151386088.0,14462.0,24.93,33.8,3.0
11-March-2015,2639.55,2661.35,2601.0,2609.35,2626.931857389304,79994,12671,210138787.0,24125.0,30.16,60.35,-30.2
10-March-2015,2643.25,2674.6,2595.35,2642.8,2633.372590962381,97238,15666,256063884.0,30615.0,31.48,79.25,-0.45
9-March-2015,2640.0,2680.25,2611.8,2643.15,2647.684670968649,85387,11852,226077851.0,24205.0,28.35,68.45,3.15
5-March-2015,2748.0,2768.15,2686.0,2696.35,2711.0200100242896,77811,11228,210947178.0,14285.0,18.36,82.15,-51.65
4-March-2015,2775.0,2810.0,2717.95,2743.4,2760.9961641261925,89419,11904,246885516.0,24299.0,27.17,92.05,-31.6
3-March-2015,2670.0,2790.0,2670.0,2774.7,2748.2375827039177,117437,14958,322744777.0,33674.0,28.67,120.0,104.7
2-March-2015,2675.1,2707.0,2653.25,2670.15,2666.8071759765007,41193,7179,109853788.0,13391.0,32.51,53.75,-4.95
28-February-2015,2666.0,2689.9,2646.2,2675.3,2667.084021691153,63436,9209,169189142.0,10645.0,16.78,43.7,9.3
27-February-2015,2653.0,2670.9,2618.25,2663.75,2644.920795821593,58204,8298,153944970.0,11806.0,20.28,52.65,10.75
26-February-2015,2675.0,2694.2,2626.3,2656.35,2663.595314799348,50286,7859,133941554.0,14274.0,28.39,67.9,-18.65
25-February-2015,2708.0,2722.95,2668.0,2671.3,2691.9580356355295,45348,6541,122074913.0,11232.0,24.77,54.95,-36.7
24-February-2015,2697.5,2727.0,2681.6,2707.15,2711.7742860449266,77771,9209,210897398.0,23053.0,29.64,45.4,9.65
23-February-2015,2673.9,2719.9,2671.55,2695.05,2700.94251156515,62256,10329,168149877.0,17349.0,27.87,48.35,21.15
20-February-2015,2680.1,2694.95,2643.85,2674.85,2670.887778940028,57360,7793,153202123.0,16728.0,29.16,51.1,-5.25
19-February-2015,2648.0,2685.0,2635.0,2679.7,2660.0784323520966,80069,10705,212989820.0,25060.0,31.3,50.0,31.7
18-February-2015,2587.0,2640.0,2565.55,2633.9,2602.159198897653,126276,12362,328590255.0,49235.0,38.99,74.45,46.9
16-February-2015,2550.0,2593.45,2550.0,2585.25,2577.1789510448803,85895,10849,221366786.0,31248.0,36.38,43.45,35.25
13-February-2015,2470.0,2546.75,2461.75,2538.65,2512.739402356096,104410,13897,262355121.0,34785.0,33.32,85.0,68.65
12-February-2015,2479.0,2479.0,2448.0,2462.8,2462.4005051084837,43555,9615,107249854.0,15837.0,36.36,31.0,-16.2
11-February-2015,2460.0,2487.6,2448.0,2460.15,2468.9779829672793,55775,10725,137707247.0,17272.0,30.97,39.6,0.15
10-February-2015,2505.0,2524.2,2436.0,2442.95,2471.6698322587445,151841,18371,375300819.0,68694.0,45.24,88.2,-62.05
9-February-2015,2575.0,2575.0,2501.0,2515.15,2532.2343843054823,57090,6706,144565261.0,18628.0,32.63,74.0,-59.85
6-February-2015,2552.0,2592.0,2551.9,2576.0,2578.8452874085,70492,10083,181787962.0,20751.0,29.44,40.1,24.0
5-February-2015,2515.0,2590.0,2515.0,2551.9,2572.781870177894,231486,13579,595562984.0,145349.0,62.79,75.0,36.9
4-February-2015,2565.0,2569.65,2503.45,2514.0,2521.8638088720213,48219,8618,121601751.0,15341.0,31.82,66.2,-51.0
3-February-2015,2501.0,2560.0,2501.0,2554.8,2536.436408539597,91105,9055,231082039.0,28073.0,30.81,59.0,53.8
2-February-2015,2482.1,2520.0,2464.5,2512.8,2499.9019391889237,50846,6365,127110014.0,11125.0,21.88,55.5,30.7
30-January-2015,2545.0,2574.95,2470.15,2481.0,2500.6680926419676,150774,28596,377035731.0,59750.0,39.63,104.8,-64.0
29-January-2015,2535.0,2558.4,2512.1,2541.35,2527.7809300300923,52837,5456,133560361.0,22340.0,42.28,46.3,6.35
28-January-2015,2503.0,2543.05,2501.35,2534.7,2528.4727207089704,85871,8643,217122481.0,39884.0,46.45,41.7,31.7
27-January-2015,2519.9,2519.9,2490.1,2502.8,2501.7710760269774,52192,6186,130572436.0,31702.0,60.74,29.8,-17.1
23-January-2015,2505.0,2530.0,2495.1,2501.7,2507.412749127837,57902,7390,145184213.0,21380.0,36.92,34.9,-3.3
22-January-2015,2511.9,2520.8,2495.0,2512.75,2508.395667357852,54978,7811,137906577.0,22640.0,41.18,25.8,0.85
21-January-2015,2516.0,2519.0,2490.1,2511.35,2507.087418273539,60262,8242,151082102.0,17482.0,29.01,28.9,-4.65
20-January-2015,2526.9,2529.65,2483.25,2499.55,2498.1001975538834,90102,8370,225083824.0,43542.0,48.33,46.4,-27.35
19-January-2015,2531.9,2552.7,2502.9,2509.75,2516.78737407084,46951,5977,118165684.0,13326.0,28.38,49.8,-22.15
16-January-2015,2540.0,2545.0,2484.0,2531.9,2512.4662722601997,183736,19674,461630503.0,35040.0,19.07,61.0,-8.1
15-January-2015,2521.95,2583.5,2521.95,2545.0,2538.020364964965,948639,17164,2407665101.0,833699.0,87.88,61.55,23.05
14-January-2015,2503.55,2530.8,2503.0,2518.15,2516.332984802432,41125,5398,103484194.0,8134.0,19.78,27.8,14.6
13-January-2015,2515.3,2530.0,2480.25,2498.3,2508.2446994789134,47401,9097,118893307.0,15750.0,33.23,49.75,-17.0
12-January-2015,2520.0,2529.0,2480.85,2512.05,2499.059139535244,64593,8315,161421727.0,25612.0,39.65,48.15,-7.95
9-January-2015,2450.0,2518.0,2450.0,2512.2,2491.040931545519,96356,13024,240026740.0,32332.0,33.55,68.0,62.2
8-January-2015,2445.0,2450.0,2423.05,2443.85,2436.431948614648,52622,6962,128209922.0,23569.0,44.79,26.95,-1.15
7-January-2015,2460.5,2479.0,2407.4,2416.8,2426.0526682894197,140502,9614,340865252.0,89487.0,63.69,71.6,-43.7
6-January-2015,2527.0,2527.0,2440.05,2446.55,2469.6480451357806,88267,14486,217988424.0,35843.0,40.61,86.95,-80.45
5-January-2015,2593.0,2599.05,2527.0,2537.9,2561.18355605333,65179,8523,166935383.0,17856.0,27.4,72.05,-55.1
2-January-2015,2547.25,2589.0,2547.25,2570.85,2569.277150470856,88562,5697,227540323.0,69280.0,78.23,41.75,23.6
1-January-2015,2554.35,2563.5,2542.0,2548.2,2548.91273531413,17636,3142,44952625.0,5729.0,32.48,21.5,-6.15
